,spx,usmv,sphb,total_cumret,,,,,,,,,,
2013-09-30,0.383547691,0.363257157,0.140880913,0.420289305,,1.383547691,1.363257157,1.140880913,1.420289305,,0.993970769,0.995506553,0.995578425,0.995506553
2013-10-01,0.394614058,0.37269265,0.151859169,0.430119534,,1.394614058,1.37269265,1.151859169,1.430119534,,1.007998543,1.006921286,1.009622613,1.006921286
2013-10-02,0.393684311,0.367769612,0.156503875,0.424990539,,1.393684311,1.367769612,1.156503875,1.424990539,,0.99933333,0.99641359,1.004032356,0.99641359
2013-10-03,0.381169842,0.356693106,0.14552562,0.413450645,,1.381169842,1.356693106,1.14552562,1.413450645,,0.991020585,0.991901775,0.990507377,0.991901775
2013-10-04,0.390911542,0.362846762,0.158614631,0.419861741,,1.390911542,1.362846762,1.158614631,1.419861741,,1.007053224,1.004535776,1.011426206,1.004535776
2013-10-07,0.379079945,0.354231398,0.143836594,0.410885951,,1.379079945,1.354231398,1.143836594,1.410885951,,0.991493638,0.993678406,0.98724508,0.993678406
2013-10-08,0.362073023,0.344795716,0.121880266,0.401055526,,1.362073023,1.344795716,1.121880266,1.401055526,,0.987667921,0.993032445,0.980804664,0.993032445
2013-10-09,0.362854725,0.345616128,0.122302546,0.40191026,,1.362854725,1.345616128,1.122302546,1.40191026,,1.000573906,1.000610064,1.000376403,1.000610064
2013-10-10,0.39260652,0.369000513,0.153125549,0.426272935,,1.39260652,1.369000513,1.153125549,1.426272935,,1.021830496,1.017378199,1.027464077,1.017378199
2013-10-11,0.401360823,0.377205482,0.163681708,0.434821161,,1.401360823,1.377205482,1.163681708,1.434821161,,1.006286272,1.005993401,1.009154388,1.005993401
2013-10-14,0.407070976,0.380487131,0.169170699,0.438240098,,1.407070976,1.380487131,1.169170699,1.438240098,,1.00407472,1.002382831,1.004716917,1.002382831
2013-10-15,0.397131816,0.370231414,0.160726119,0.427555331,,1.397131816,1.370231414,1.160726119,1.427555331,,0.992936277,0.992570944,0.992777291,0.992570944
2013-10-16,0.416450702,0.393205404,0.179304304,0.451490443,,1.416450702,1.393205404,1.179304304,1.451490443,,1.013827532,1.016766504,1.016005657,1.016766504
2013-10-17,0.426003179,0.407563935,0.192816144,0.466449667,,1.426003179,1.407563935,1.192816144,1.466449667,,1.006743953,1.010306112,1.011457467,1.010306112
2013-10-18,0.435341725,0.410845867,0.205482875,0.469868898,,1.435341725,1.410845867,1.205482875,1.469868898,,1.006548755,1.002331639,1.010619182,1.002331639
2013-10-21,0.435473398,0.410025172,0.20210519,0.469013869,,1.435473398,1.410025172,1.20210519,1.469013869,,1.000091736,0.999418296,0.997198064,0.999418296
2013-10-22,0.443709445,0.423563763,0.212661166,0.48311885,,1.443709445,1.423563763,1.212661166,1.48311885,,1.005737513,1.009601666,1.008781242,1.009601666
2013-10-23,0.436888557,0.421102338,0.1966162,0.480554451,,1.436888557,1.421102338,1.1966162,1.480554451,,0.995275443,0.998270942,0.986768797,0.998270942
2013-10-24,0.441570134,0.422332767,0.205482875,0.481836356,,1.441570134,1.422332767,1.205482875,1.481836356,,1.003258135,1.000865828,1.007409791,1.000865828
2013-10-25,0.447905609,0.427666012,0.209283115,0.487392717,,1.447905609,1.427666012,1.209283115,1.487392717,,1.004394844,1.003749646,1.003152462,1.003749646
2013-10-28,0.449830889,0.431358432,0.208438648,0.491239611,,1.449830889,1.431358432,1.208438648,1.491239611,,1.0013297,1.002586333,0.99930168,1.002586333
2013-10-29,0.457927027,0.439973136,0.218572344,0.500214713,,1.457927027,1.439973136,1.218572344,1.500214713,,1.005584195,1.006018551,1.008385777,1.006018551
2013-10-30,0.450818287,0.430127719,0.211394328,0.489957411,,1.450818287,1.430127719,1.211394328,1.489957411,,0.995124076,0.993162778,0.994109487,0.993162778
2013-10-31,0.445248042,0.427666012,0.204638683,0.487392717,,1.445248042,1.427666012,1.204638683,1.487392717,,0.996160619,0.99827868,0.994423248,0.99827868
2013-11-01,0.449444206,0.431768732,0.209283115,0.491667076,,1.449444206,1.431768732,1.209283115,1.491667076,,1.002903421,1.002873726,1.003855456,1.002873726
2013-11-04,0.454619532,0.435461247,0.221527933,0.495514068,,1.454619532,1.435461247,1.221527933,1.495514068,,1.003570559,1.002578988,1.010125684,1.002578988
2013-11-05,0.450538469,0.432179127,0.215194476,0.49209464,,1.450538469,1.432179127,1.215194476,1.49209464,,0.997194412,0.997713543,0.994815135,0.997713543
2013-11-06,0.456725799,0.439973136,0.210127856,0.500214713,,1.456725799,1.439973136,1.210127856,1.500214713,,1.00426554,1.005442063,0.99583061,1.005442063
2013-11-07,0.437522115,0.425204775,0.187326879,0.484828515,,1.437522115,1.425204775,1.187326879,1.484828515,,0.986817228,0.989744003,0.981158208,0.989744003
2013-11-08,0.456824529,0.434229874,0.21097214,0.49423118,,1.456824529,1.434229874,1.21097214,1.49423118,,1.01342756,1.006332493,1.019914703,1.006332493
2013-11-11,0.457877713,0.432179127,0.21392773,0.49209464,,1.457877713,1.432179127,1.21392773,1.49209464,,1.000722931,0.99857014,1.002440675,0.99857014
2013-11-12,0.454421972,0.431768732,0.208016551,0.491667076,,1.454421972,1.431768732,1.208016551,1.491667076,,0.997629608,0.999713447,0.995130535,0.999713447
2013-11-13,0.466196018,0.442844672,0.222794497,0.503206381,,1.466196018,1.442844672,1.222794497,1.503206381,,1.008095344,1.007735844,1.012233231,1.007735844
2013-11-14,0.473288388,0.453101521,0.230817163,0.513892326,,1.473288388,1.453101521,1.230817163,1.513892326,,1.004837259,1.007108768,1.006560928,1.007108768
2013-11-15,0.479508661,0.456383546,0.234194574,0.517311656,,1.479508661,1.456383546,1.234194574,1.517311656,,1.004222034,1.002258635,1.002744039,1.002258635
2013-11-18,0.474037147,0.45187062,0.224905802,0.51260993,,1.474037147,1.45187062,1.224905802,1.51260993,,0.996301803,0.996901279,0.992473819,0.996901279
2013-11-19,0.47102574,0.4489988,0.216461314,0.509617968,,1.47102574,1.4489988,1.216461314,1.509617968,,0.997957034,0.998021987,0.99310601,0.998021987
2013-11-20,0.465677662,0.442844672,0.214772197,0.503206381,,1.465677662,1.442844672,1.214772197,1.503206381,,0.996364389,0.995752841,0.99861145,0.995752841
2013-11-21,0.477591517,0.447768276,0.232084093,0.508335965,,1.477591517,1.447768276,1.232084093,1.508335965,,1.008128564,1.003412428,1.014251146,1.003412428
2013-11-22,0.484922525,0.453101521,0.236728799,0.513892326,,1.484922525,1.453101521,1.236728799,1.513892326,,1.004961458,1.003683769,1.003769797,1.003683769
2013-11-25,0.48304656,0.45187062,0.233350473,0.51260993,,1.48304656,1.45187062,1.233350473,1.51260993,,0.998736658,0.999152915,0.997268337,0.999152915
2013-11-26,0.483268727,0.448588783,0.237572991,0.509190797,,1.483268727,1.448588783,1.237572991,1.509190797,,1.000149804,0.99773958,1.003423616,0.99773958
2013-11-27,0.486954771,0.449409383,0.24348417,0.510045728,,1.486954771,1.449409383,1.24348417,1.510045728,,1.002485081,1.000566483,1.004776428,1.000566483
2013-11-29,0.485786486,0.446537375,0.241373231,0.507053569,,1.485786486,1.446537375,1.241373231,1.507053569,,0.99921431,0.998018498,0.9983024,0.998018498
2013-12-02,0.481746602,0.441204508,0.2392622,0.5014976,,1.481746602,1.441204508,1.2392622,1.5014976,,0.99728098,0.996313357,0.998299439,0.996313357
2013-12-03,0.47701561,0.437512182,0.230394975,0.497650805,,1.47701561,1.437512182,1.230394975,1.497650805,,0.996807152,0.997438028,0.992844755,0.997438028
2013-12-04,0.475090331,0.432999067,0.229128229,0.492948883,,1.475090331,1.432999067,1.229128229,1.492948883,,0.998696507,0.996860468,0.998970455,0.996860468
2013-12-05,0.468689069,0.427255617,0.221950304,0.486965154,,1.468689069,1.427255617,1.221950304,1.486965154,,0.995660427,0.995992007,0.99416015,0.995992007
2013-12-06,0.485194007,0.445306663,0.235884057,0.505771369,,1.485194007,1.445306663,1.235884057,1.505771369,,1.011237871,1.012647381,1.01140288,1.012647381
2013-12-09,0.487892753,0.443665462,0.238839738,0.504061508,,1.487892753,1.443665462,1.238839738,1.504061508,,1.0018171,0.998864462,1.002391552,0.998864462
2013-12-10,0.483161762,0.437101788,0.239684022,0.497223241,,1.483161762,1.437101788,1.239684022,1.497223241,,0.996820341,0.995453466,1.000681512,0.995453466
2013-12-11,0.466377006,0.424383797,0.216461314,0.483973191,,1.466377006,1.424383797,1.216461314,1.483973191,,0.988683125,0.991150251,0.981267236,0.991150251
2013-12-12,0.460847941,0.416179111,0.21688341,0.47542526,,1.460847941,1.416179111,1.21688341,1.47542526,,0.996229438,0.994239834,1.000346987,0.994239834
2013-12-13,0.460699796,0.416999051,0.221527933,0.476279503,,1.460699796,1.416999051,1.221527933,1.476279503,,0.99989859,1.000578981,1.003816736,1.000578981
2013-12-16,0.469931477,0.421512355,0.237994905,0.480981621,,1.469931477,1.421512355,1.237994905,1.480981621,,1.00632004,1.003185114,1.013480634,1.003185114
2013-12-17,0.465373237,0.416179111,0.237150346,0.47542526,,1.465373237,1.416179111,1.237150346,1.47542526,,0.996899012,0.99624819,0.999317801,0.99624819
2013-12-18,0.489768718,0.440793736,0.257418106,0.501069643,,1.489768718,1.440793736,1.257418106,1.501069643,,1.016647964,1.017381012,1.016382617,1.017381012
2013-12-19,0.488904758,0.439153101,0.258684577,0.499360371,,1.488904758,1.439153101,1.258684577,1.499360371,,0.999420071,0.998861297,1.0010072,0.998861297
2013-12-20,0.496079386,0.444896646,0.268849032,0.505344198,,1.496079386,1.444896646,1.268849032,1.505344198,,1.004818728,1.00399092,1.008075458,1.00399092
2013-12-23,0.504035715,0.448445069,0.278166548,0.509041071,,1.504035715,1.448445069,1.278166548,1.509041071,,1.00531812,1.002455832,1.007343282,1.002455832
2013-12-24,0.508421103,0.452572402,0.283248638,0.513341072,,1.508421103,1.452572402,1.283248638,1.513341072,,1.002915747,1.002849492,1.003976078,1.002849492
2013-12-26,0.515579359,0.457111261,0.289177941,0.518069815,,1.515579359,1.457111261,1.289177941,1.518069815,,1.004745529,1.003124704,1.004620541,1.003124704
2013-12-27,0.515069239,0.457936671,0.288331094,0.518929756,,1.515069239,1.457936671,1.288331094,1.518929756,,0.999663416,1.00056647,0.999343111,1.00056647
2013-12-30,0.514797657,0.462475719,0.28706032,0.523658696,,1.514797657,1.462475719,1.28706032,1.523658696,,0.999820746,1.003113337,0.999013628,1.003113337
2013-12-31,0.520795764,0.464951949,0.295954092,0.52623852,,1.520795764,1.464951949,1.295954092,1.52623852,,1.003959675,1.001693177,1.006910144,1.001693177
2014-01-02,0.507318604,0.450508924,0.281130925,0.511191268,,1.507318604,1.450508924,1.281130925,1.511191268,,0.991138087,0.990140957,0.988561966,0.990140957
2014-01-03,0.50681672,0.450096078,0.281978138,0.51076115,,1.50681672,1.450096078,1.281978138,1.51076115,,0.999667035,0.999715378,1.000661301,0.999715378
2014-01-06,0.503031947,0.446794909,0.277742804,0.507321877,,1.503031947,1.446794909,1.277742804,1.507321877,,0.997488233,0.997723483,0.996696251,0.997723483
2014-01-07,0.512173033,0.455047878,0.285365893,0.51592011,,1.512173033,1.455047878,1.285365893,1.51592011,,1.006081765,1.005704311,1.005966059,1.005704311
2014-01-08,0.511852136,0.454635314,0.290448349,0.515490286,,1.511852136,1.454635314,1.290448349,1.515490286,,0.999787791,0.999716461,1.003954093,0.999716461
2014-01-09,0.512378728,0.456698509,0.29214241,0.517639795,,1.512378728,1.456698509,1.29214241,1.517639795,,1.000348309,1.001418359,1.001312769,1.001418359
2014-01-10,0.515867312,0.46371407,0.297224591,0.524948853,,1.515867312,1.46371407,1.297224591,1.524948853,,1.002306687,1.004816069,1.003933144,1.004816069
2014-01-13,0.496803437,0.448858199,0.271813684,0.509471484,,1.496803437,1.448858199,1.271813684,1.509471484,,0.987423783,0.989850565,0.980411328,0.989850565
2014-01-14,0.512995814,0.457523825,0.292565971,0.518499638,,1.512995814,1.457523825,1.292565971,1.518499638,,1.010817972,1.005981004,1.016317081,1.005981004
2014-01-15,0.520812235,0.460412618,0.295530622,0.521509285,,1.520812235,1.460412618,1.295530622,1.521509285,,1.005166188,1.001981987,1.002293617,1.001981987
2014-01-16,0.518763518,0.461238123,0.294683684,0.522369325,,1.518763518,1.461238123,1.294683684,1.522369325,,0.99865288,1.000565254,0.999346261,1.000565254
2014-01-17,0.512847669,0.459174739,0.289177941,0.520219619,,1.512847669,1.459174739,1.289177941,1.520219619,,0.996104826,0.998587921,0.995747423,0.998587921
2014-01-21,0.517043934,0.459587491,0.290024788,0.520649639,,1.517043934,1.459587491,1.290024788,1.520649639,,1.002773752,1.000282867,1.000656889,1.000282867
2014-01-22,0.51791603,0.459587491,0.296801122,0.520649639,,1.51791603,1.459587491,1.296801122,1.520649639,,1.000574865,1,1.005252871,1
2014-01-23,0.504422398,0.449270479,0.279860334,0.509901012,,1.504422398,1.449270479,1.279860334,1.509901012,,0.991110423,0.992931556,0.986936479,0.992931556
2014-01-24,0.473016906,0.42616164,0.238779778,0.48582541,,1.473016906,1.42616164,1.238779778,1.48582541,,0.979124551,0.984054847,0.967902314,0.984054847
2014-01-27,0.465834043,0.419971772,0.230732579,0.479376588,,1.465834043,1.419971772,1.230732579,1.479376588,,0.995123706,0.995659771,0.993503931,0.995659771
2014-01-28,0.47483522,0.427812083,0.248096654,0.487544899,,1.47483522,1.427812083,1.248096654,1.487544899,,1.006140653,1.005521455,1.014108731,1.005521455
2014-01-29,0.459778285,0.415432253,0.237085535,0.474647157,,1.459778285,1.415432253,1.237085535,1.474647157,,0.989790768,0.991329511,0.991177671,0.991329511
2014-01-30,0.476225672,0.427812083,0.256143761,0.487544899,,1.476225672,1.427812083,1.256143761,1.487544899,,1.011267045,1.008746324,1.015405747,1.008746324
2014-01-31,0.466681431,0.420384524,0.248520214,0.479806608,,1.466681431,1.420384524,1.248520214,1.479806608,,0.9935347,0.994797944,0.993930992,0.994797944
2014-02-03,0.433194278,0.389846995,0.211674719,0.447991534,,1.433194278,1.389846995,1.211674719,1.447991534,,0.97716808,0.97850052,0.970488667,0.97850052
2014-02-04,0.444145443,0.398512904,0.225650672,0.457019984,,1.444145443,1.398512904,1.225650672,1.457019984,,1.007641089,1.006235153,1.01153441,1.006235153
2014-02-05,0.441216394,0.397275308,0.221839173,0.455730612,,1.441216394,1.397275308,1.221839173,1.455730612,,0.997971777,0.999115063,0.996890224,0.999115063
2014-02-06,0.459144828,0.40883001,0.243014655,0.467768708,,1.459144828,1.40883001,1.243014655,1.467768708,,1.012439793,1.008269453,1.017330826,1.008269453
2014-02-07,0.478554207,0.426574109,0.262072973,0.486255135,,1.478554207,1.426574109,1.262072973,1.486255135,,1.013301887,1.012594918,1.015332336,1.012594918
2014-02-10,0.480874406,0.430287935,0.26037873,0.49012433,,1.480874406,1.430287935,1.26037873,1.49012433,,1.001569235,1.002603318,0.998657571,1.002603318
2014-02-11,0.497256007,0.445556653,0.276048835,0.506031817,,1.497256007,1.445556653,1.276048835,1.506031817,,1.011062114,1.010675275,1.012432855,1.010675275
2014-02-12,0.496852852,0.445556653,0.279013578,0.506031817,,1.496852852,1.445556653,1.279013578,1.506031817,,0.999730738,1,1.002323378,1
2014-02-13,0.505549605,0.455047878,0.288331094,0.51592011,,1.505549605,1.455047878,1.288331094,1.51592011,,1.005810025,1.006565792,1.007284923,1.006565792
2014-02-14,0.512790119,0.46288866,0.293413001,0.524088912,,1.512790119,1.46288866,1.293413001,1.524088912,,1.004809217,1.005388676,1.003944566,1.005388676
2014-02-18,0.514542647,0.467015238,0.301459743,0.528388127,,1.514542647,1.467015238,1.301459743,1.528388127,,1.001158474,1.002820842,1.006221324,1.002820842
2014-02-19,0.504661037,0.461650686,0.293413001,0.522799148,,1.504661037,1.461650686,1.293413001,1.522799148,,0.993475516,0.99634322,0.993817141,0.99634322
2014-02-20,0.513736337,0.471142194,0.301459743,0.532687735,,1.513736337,1.471142194,1.301459743,1.532687735,,1.006031458,1.006493691,1.006221324,1.006493691
2014-02-21,0.510831896,0.469490997,0.303153895,0.530967459,,1.510831896,1.469490997,1.303153895,1.530967459,,0.998081276,0.998877609,1.001301732,0.998877609
2014-02-24,0.520178678,0.471554097,0.315012044,0.53311687,,1.520178678,1.471554097,1.315012044,1.53311687,,1.006186513,1.001403956,1.009099577,1.001403956
2014-02-25,0.518129961,0.471554097,0.312047667,0.53311687,,1.518129961,1.471554097,1.312047667,1.53311687,,0.998652318,1,0.997745742,1
2014-02-26,0.518162904,0.471966849,0.311200728,0.53354689,,1.518162904,1.471966849,1.311200728,1.53354689,,1.0000217,1.000280487,0.999354491,1.000280487
2014-02-27,0.5256749,0.477331684,0.316706196,0.539136164,,1.5256749,1.477331684,1.316706196,1.539136164,,1.004948083,1.003644671,1.004198799,1.003644671
2014-02-28,0.529920378,0.482696519,0.31967103,0.544725438,,1.529920378,1.482696519,1.31967103,1.544725438,,1.002782689,1.003631436,1.002251706,1.003631436
2014-03-03,0.518631845,0.47237979,0.306965485,0.533977106,,1.518631845,1.47237979,1.306965485,1.533977106,,0.99262149,0.993041915,0.990372187,0.993041915
2014-03-04,0.541817862,0.492600024,0.33110571,0.555043258,,1.541817862,1.492600024,1.33110571,1.555043258,,1.015267701,1.013733029,1.018470438,1.013733029
2014-03-05,0.541735604,0.489298573,0.332799587,0.55160369,,1.541735604,1.489298573,1.332799587,1.55160369,,0.999946649,0.997788121,1.001272534,0.997788121
2014-03-06,0.544384935,0.488473257,0.340423134,0.550743847,,1.544384935,1.488473257,1.340423134,1.550743847,,1.001718408,0.999445836,1.00571995,0.999445836
2014-03-07,0.545215952,0.492187461,0.339152085,0.554613435,,1.545215952,1.492187461,1.339152085,1.554613435,,1.000538089,1.002495311,0.999051756,1.002495311
2014-03-10,0.544500137,0.490949865,0.334494106,0.553324064,,1.544500137,1.490949865,1.334494106,1.553324064,,0.999536754,0.999170616,0.996521695,0.999170616
2014-03-11,0.536650772,0.489298573,0.323059151,0.55160369,,1.536650772,1.489298573,1.323059151,1.55160369,,0.994917861,0.998892457,0.991431244,0.998892457
2014-03-12,0.537119714,0.490536547,0.322211572,0.552893454,,1.537119714,1.490536547,1.322211572,1.552893454,,1.000305171,1.000831246,0.999359379,1.000831246
2014-03-13,0.51913373,0.478157,0.300189243,0.539996007,,1.51913373,1.478157,1.300189243,1.539996007,,0.988298905,0.99169457,0.983344323,0.99169457
2014-03-14,0.514847072,0.478981938,0.29891856,0.540855457,,1.514847072,1.478981938,1.29891856,1.540855457,,0.997178222,1.000558086,0.999022694,1.000558086
2014-03-17,0.529410258,0.488886292,0.311200728,0.551174162,,1.529410258,1.488886292,1.311200728,1.551174162,,1.009613635,1.006696738,1.009455687,1.006696738
2014-03-18,0.540452017,0.49548929,0.326446906,0.558053396,,1.540452017,1.49548929,1.326446906,1.558053396,,1.007219619,1.004434856,1.011627646,1.004434856
2014-03-19,0.531006506,0.483934681,0.324329559,0.546015399,,1.531006506,1.483934681,1.324329559,1.546015399,,0.993868351,0.992273694,0.998403746,0.992273694
2014-03-20,0.540254558,0.486823192,0.332799587,0.549024751,,1.540254558,1.486823192,1.332799587,1.549024751,,1.006040505,1.001946521,1.00639571,1.001946521
2014-03-21,0.535737497,0.482696519,0.328591898,0.544725438,,1.535737497,1.482696519,1.328591898,1.544725438,,0.997067329,0.997224503,0.99684297,0.997224503
2014-03-24,0.52826658,0.476506463,0.317116941,0.538276419,,1.52826658,1.476506463,1.317116941,1.538276419,,0.99513529,0.995825136,0.991363068,0.995825136
2014-03-25,0.534996974,0.481566519,0.32136683,0.543548164,,1.534996974,1.481566519,1.32136683,1.543548164,,1.00440394,1.003427047,1.003226661,1.003427047
2014-03-26,0.524251505,0.477004085,0.303941515,0.53879486,,1.524251505,1.477004085,1.303941515,1.53879486,,0.99299968,0.996920534,0.986812659,0.996920534
2014-03-27,0.521355299,0.477418818,0.297566131,0.539226942,,1.521355299,1.477418818,1.297566131,1.539226942,,0.998099916,1.000280793,0.995110683,1.000280793
2014-03-28,0.528414725,0.481151787,0.306916419,0.543116081,,1.528414725,1.481151787,1.306916419,1.543116081,,1.004640222,1.002526683,1.00720602,1.002526683
2014-03-31,0.54052604,0.49525401,0.322641907,0.557808274,,1.54052604,1.49525401,1.322641907,1.557808274,,1.007924102,1.00952112,1.012032512,1.00952112
2014-04-01,0.551370339,0.496498585,0.33921772,0.559104916,,1.551370339,1.496498585,1.33921772,1.559104916,,1.007039349,1.00083235,1.012532352,1.00083235
2014-04-02,0.555796906,0.500231271,0.347292657,0.56299376,,1.555796906,1.500231271,1.347292657,1.56299376,,1.002853327,1.00249428,1.006029592,1.00249428
2014-04-03,0.554044378,0.500646098,0.342192625,0.563425941,,1.554044378,1.500646098,1.342192625,1.563425941,,0.99887355,1.000276509,0.996214607,1.000276509
2014-04-04,0.534560876,0.48820337,0.317541692,0.550462669,,1.534560876,1.48820337,1.317541692,1.550462669,,0.987462712,0.991708419,0.981633834,0.991708419
2014-04-07,0.518064174,0.477833833,0.29034088,0.53965932,,1.518064174,1.477833833,1.29034088,1.53965932,,0.989249888,0.993032177,0.979354876,0.993032177
2014-04-08,0.523757756,0.484055197,0.296291238,0.546140956,,1.523757756,1.484055197,1.296291238,1.546140956,,1.003750554,1.004209786,1.004611462,1.004209786
2014-04-09,0.540394467,0.494838995,0.317116941,0.557375897,,1.540394467,1.494838995,1.317116941,1.557375897,,1.010918213,1.00726644,1.016065605,1.00726644
2014-04-10,0.508223643,0.473271399,0.281415435,0.534906016,,1.508223643,1.473271399,1.281415435,1.534906016,,0.979115204,0.98557196,0.972894202,0.98557196
2014-04-11,0.493915467,0.462486941,0.260164798,0.523670387,,1.493915467,1.462486941,1.260164798,1.523670387,,0.990513226,0.992679924,0.983416278,0.992679924
2014-04-14,0.506191398,0.473271399,0.275040326,0.534906016,,1.506191398,1.473271399,1.275040326,1.534906016,,1.008217286,1.007374054,1.011804431,1.007374054
2014-04-15,0.516369197,0.481981157,0.284815914,0.543980149,,1.516369197,1.481981157,1.284815914,1.543980149,,1.006757308,1.005911849,1.007666885,1.005911849
2014-04-16,0.532273621,0.496498585,0.306066459,0.559104916,,1.532273621,1.496498585,1.306066459,1.559104916,,1.010488491,1.00979596,1.016539759,1.00979596
2014-04-17,0.534363417,0.497327956,0.314566696,0.559968983,,1.534363417,1.497327956,1.314566696,1.559968983,,1.001363853,1.000554207,1.006508273,1.000554207
2014-04-21,0.540155828,0.501891144,0.318391834,0.564723074,,1.540155828,1.501891144,1.318391834,1.564723074,,1.003775124,1.003047555,1.002909809,1.003047555
2014-04-22,0.54645836,0.505208721,0.331142052,0.568179442,,1.54645836,1.505208721,1.331142052,1.568179442,,1.004092139,1.002208933,1.009671038,1.002208933
2014-04-23,0.543035562,0.502719949,0.32944195,0.565586552,,1.543035562,1.502719949,1.32944195,1.565586552,,0.997786686,0.99834656,0.998722824,0.99834656
2014-04-24,0.545684893,0.500231271,0.330292275,0.56299376,,1.545684893,1.500231271,1.330292275,1.56299376,,1.001716961,0.998343885,1.000639611,0.998343885
2014-04-25,0.533170424,0.4969136,0.308616521,0.559537293,,1.533170424,1.4969136,1.308616521,1.559537293,,0.991903609,0.99778856,0.983706021,0.99778856
2014-04-28,0.538131819,0.505208721,0.30096661,0.568179442,,1.538131819,1.505208721,1.30096661,1.568179442,,1.003236036,1.005541482,0.9941542,1.005541482
2014-04-29,0.545454491,0.50894169,0.31244166,0.572068581,,1.545454491,1.50894169,1.31244166,1.572068581,,1.004760757,1.002480034,1.008820403,1.002480034
2014-04-30,0.550078517,0.515163054,0.324767126,0.578550217,,1.550078517,1.515163054,1.324767126,1.578550217,,1.002992017,1.004122998,1.009391249,1.004122998
2014-05-01,0.54985645,0.514748227,0.322641907,0.578118036,,1.54985645,1.514748227,1.322641907,1.578118036,,0.999856739,0.999726216,0.998395779,0.999726216
2014-05-02,0.547766554,0.510600903,0.326466862,0.573797207,,1.547766554,1.510600903,1.326466862,1.573797207,,0.998651555,0.997262037,1.002891905,0.997262037
2014-05-05,0.55066276,0.514748227,0.32519206,0.578118036,,1.55066276,1.514748227,1.32519206,1.578118036,,1.001871216,1.00274548,0.999038949,1.00274548
2014-05-06,0.536724795,0.503550074,0.312016817,0.566451405,,1.536724795,1.503550074,1.312016817,1.566451405,,0.991011608,0.992607251,0.990057862,0.992607251
2014-05-07,0.545355761,0.512674471,0.317541692,0.575957523,,1.545355761,1.512674471,1.317541692,1.575957523,,1.005616468,1.006068569,1.004210978,1.006068569
2014-05-08,0.543233022,0.5118451,0.313291436,0.575093456,,1.543233022,1.5118451,1.313291436,1.575093456,,0.998626375,0.999451719,0.996774102,0.999451719
2014-05-09,0.545577928,0.513918762,0.312016817,0.57725387,,1.545577928,1.513918762,1.312016817,1.57725387,,1.001519476,1.00137161,0.999029447,1.00137161
2014-05-12,0.560527898,0.521384795,0.337092135,0.585032246,,1.560527898,1.521384795,1.337092135,1.585032246,,1.009672738,1.004931594,1.01911204,1.004931594
2014-05-13,0.561186062,0.523458835,0.335817424,0.587193053,,1.561186062,1.523458835,1.335817424,1.587193053,,1.000421758,1.001363258,0.999046655,1.001363258
2014-05-14,0.553846919,0.519725583,0.323491866,0.58330362,,1.553846919,1.519725583,1.323491866,1.58330362,,0.995298995,0.997549489,0.990773022,0.997549489
2014-05-15,0.539300104,0.507282666,0.301391361,0.570340151,,1.539300104,1.507282666,1.301391361,1.570340151,,0.990638193,0.991812393,0.983301367,0.991812393
2014-05-16,0.545067808,0.514334155,0.305641251,0.577686641,,1.545067808,1.514334155,1.305641251,1.577686641,,1.003746965,1.004678279,1.003265651,1.004678279
2014-05-19,0.551008263,0.514334155,0.317966717,0.577686641,,1.551008263,1.514334155,1.317966717,1.577686641,,1.003844786,1,1.009440163,1
2014-05-20,0.540929194,0.505208721,0.30436654,0.568179442,,1.540929194,1.505208721,1.30436654,1.568179442,,0.993501602,0.993973963,0.98968094,0.993973963
2014-05-21,0.553435528,0.513504596,0.317541692,0.576822377,,1.553435528,1.513504596,1.317541692,1.576822377,,1.008116099,1.005511445,1.010100805,1.005511445
2014-05-22,0.5571051,0.516407723,0.326466862,0.579846957,,1.5571051,1.516407723,1.326466862,1.579846957,,1.00236223,1.001918149,1.006774109,1.001918149
2014-05-23,0.563720293,0.519725583,0.338792329,0.58330362,,1.563720293,1.519725583,1.338792329,1.58330362,,1.004248392,1.002187973,1.009291952,1.002187973
2014-05-27,0.573083546,0.523044197,0.352392689,0.586761069,,1.573083546,1.523044197,1.352392689,1.586761069,,1.005987806,1.002183693,1.010158678,1.002183693
2014-05-28,0.571331018,0.520140032,0.351542638,0.583735408,,1.571331018,1.520140032,1.351542638,1.583735408,,0.998885928,0.998093184,0.999371447,0.998093184
2014-05-29,0.579764525,0.527192275,0.358343047,0.591082683,,1.579764525,1.527192275,1.358343047,1.591082683,,1.00536711,1.004639206,1.00503159,1.004639206
2014-05-30,0.582677102,0.532583514,0.354517908,0.596699466,,1.582677102,1.532583514,1.354517908,1.596699466,,1.001843678,1.003530164,0.997183967,1.003530164
2014-06-02,0.583829016,0.531754521,0.361317951,0.595835791,,1.583829016,1.531754521,1.361317951,1.595835791,,1.000727826,0.999459088,1.005020268,0.999459088
2014-06-03,0.583228402,0.530094743,0.361743434,0.594106576,,1.583228402,1.530094743,1.361743434,1.594106576,,0.999620783,0.99891642,1.000312552,0.99891642
2014-06-04,0.586223337,0.536316767,0.369818554,0.600588899,,1.586223337,1.536316767,1.369818554,1.600588899,,1.001891664,1.004066431,1.005929986,1.004066431
2014-06-05,0.596573888,0.542123398,0.378743541,0.606638453,,1.596573888,1.542123398,1.378743541,1.606638453,,1.00652528,1.00377958,1.006515452,1.00377958
