,usmv,sphb,^VIX,hold_usmv
2013-04-18,26.92082977294922,19.612667083740234,17.559999465942383,1
2013-04-19,27.1992130279541,19.77924919128418,14.970000267028809,1
2013-04-22,27.281089782714844,19.89322853088379,14.390000343322754,1
2013-04-23,27.48577308654785,20.2000789642334,13.479999542236328,1
2013-04-24,27.3220272064209,20.524477005004883,13.609999656677246,1
2013-04-25,27.4366512298584,20.726123809814453,13.619999885559082,1
2013-04-26,27.40390396118164,20.620922088623047,13.609999656677246,1
2013-04-29,27.534900665283203,20.813800811767578,13.710000038146973,1
2013-04-30,27.567659378051758,20.892709732055664,13.520000457763672,1
2013-05-01,27.338403701782227,20.612154006958008,14.489999771118164,1
2013-05-02,27.461219787597656,20.9453125,13.59000015258789,1
2013-05-03,27.60039710998535,21.41874885559082,12.850000381469727,1
2013-05-06,27.502155303955078,21.646703720092773,12.65999984741211,1
2013-05-07,27.65772247314453,21.830821990966797,12.829999923706055,1
2013-05-08,27.66590690612793,22.0850772857666,12.65999984741211,1
2013-05-09,27.534900665283203,21.99739646911621,13.130000114440918,1
2013-05-10,27.66590690612793,22.20781898498535,12.59000015258789,1
2013-05-13,27.64134407043457,22.14644432067871,12.550000190734863,1
2013-05-14,27.903343200683594,22.52344512939453,12.770000457763672,1
2013-05-15,28.09984016418457,22.58481216430664,12.8100004196167,1
2013-05-16,27.886966705322266,22.35685920715332,13.069999694824219,1
2013-05-17,28.04253578186035,22.786466598510742,12.449999809265137,1
2013-05-20,27.91971778869629,22.900442123413086,13.020000457763672,1
2013-05-21,27.968835830688477,22.865367889404297,13.369999885559082,1
2013-05-22,27.739599227905273,22.479604721069336,13.819999694824219,1
2013-05-23,27.674089431762695,22.4708309173584,14.069999694824219,1
2013-05-24,27.64134407043457,22.38317108154297,13.989999771118164,1
2013-05-28,27.674089431762695,22.654951095581055,14.479999542236328,1
2013-05-29,27.3138427734375,22.5760498046875,14.829999923706055,1
2013-05-30,27.3220272064209,22.742630004882812,14.529999732971191,1
2013-05-31,26.92082977294922,22.35685920715332,16.299999237060547,1
2013-06-03,27.035457611083984,22.391925811767578,16.280000686645508,1
2013-06-04,26.929025650024414,22.172748565673828,16.270000457763672,1
2013-06-05,26.609699249267578,21.778215408325195,17.5,1
2013-06-06,26.89626693725586,22.07630729675293,16.6299991607666,1
2013-06-07,27.133710861206055,22.41823387145996,15.140000343322754,1
2013-06-10,27.100961685180664,22.427003860473633,15.4399995803833,1
2013-06-11,26.89626693725586,21.979860305786133,17.06999969482422,1
2013-06-12,26.78983497619629,21.734375,18.59000015258789,1
2013-06-13,27.16645622253418,22.216581344604492,16.40999984741211,1
2013-06-14,27.109149932861328,21.97109603881836,17.149999618530273,1
2013-06-17,27.281089782714844,22.28672218322754,16.799999237060547,1
2013-06-18,27.42028045654297,22.540973663330078,16.610000610351562,1
2013-06-19,26.953575134277344,22.251646041870117,16.639999389648438,1
2013-06-20,26.249452590942383,21.594093322753906,20.489999771118164,0
2013-06-21,26.429574966430664,21.571264266967773,18.899999618530273,1
2013-06-24,26.233078002929688,21.123327255249023,20.110000610351562,0
2013-06-25,26.454139709472656,21.500999450683594,18.469999313354492,1
2013-06-26,26.73251724243164,21.659093856811523,17.209999084472656,1
2013-06-27,26.891376495361328,21.96649932861328,16.860000610351562,1
2013-06-28,26.809072494506836,21.79962730407715,16.860000610351562,1
2013-07-01,26.924299240112305,22.0543270111084,16.3700008392334,1
2013-07-02,26.8502197265625,22.063114166259766,16.440000534057617,1
2013-07-03,26.82552719116211,22.010414123535156,16.200000762939453,1
2013-07-05,26.94899559020996,22.361738204956055,14.890000343322754,1
2013-07-08,27.163013458251953,22.34416961669922,14.779999732971191,1
2013-07-09,27.2700138092041,22.590099334716797,14.350000381469727,1
2013-07-10,27.368789672851562,22.590099334716797,14.210000038146973,1
2013-07-11,27.788583755493164,22.93264389038086,14.010000228881836,1
2013-07-12,27.78034782409668,22.98533821105957,13.84000015258789,1
2013-07-15,27.870891571044922,23.04682159423828,13.789999961853027,1
2013-07-16,27.77212142944336,22.897504806518555,14.420000076293945,1
2013-07-17,27.788583755493164,23.002904891967773,13.779999732971191,1
2013-07-18,27.86266326904297,23.292743682861328,13.770000457763672,1
2013-07-19,27.92851448059082,23.34544563293457,12.539999961853027,1
2013-07-22,27.93674087524414,23.389362335205078,12.289999961853027,1
2013-07-23,27.903818130493164,23.327877044677734,12.65999984741211,1
2013-07-24,27.722734451293945,23.04682159423828,13.180000305175781,1
2013-07-25,27.829744338989258,23.073171615600586,12.970000267028809,1
2013-07-26,27.887359619140625,22.93264389038086,12.720000267028809,1
2013-07-29,27.846200942993164,22.818458557128906,13.390000343322754,1
2013-07-30,27.879119873046875,22.9677734375,13.390000343322754,1
2013-07-31,27.796815872192383,23.002904891967773,13.449999809265137,1
2013-08-01,27.994359970092773,23.529890060424805,12.9399995803833,1
2013-08-02,27.994359970092773,23.582592010498047,11.979999542236328,1
2013-08-05,27.969667434692383,23.538671493530273,11.84000015258789,1
